Iniciativa,Tipo,Estagio,Âmbito,Periodicidade,Estado,Município,latitude,longitude
Turismo Nova Veneza,Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Outra,SC,Nova Veneza,-28.6338,-49.5055
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,ES,,-19.19,-40.34
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MG,,-18.1,-44.38
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MS,,-20.51,-54.54
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PA,,-3.79,-52.48
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SC,,-27.45,-50.95
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SP,,-22.19,-48.79
Selo Arte - Lei Nº 13.680/2018 E Decreto Nº 9.918/2019,Outros - onercialização interestadual de alimentos artesanais de origem animal;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,TO,,-9.46,-48.26
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,AC,,-8.77,-70.55
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,AL,,-9.62,-36.82
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,AP,,1.41,-51.77
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,AM,,-3.47,-65.1
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,BA,,-13.29,-41.71
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,CE,,-5.2,-39.53
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,DF,,-15.83,-47.86
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,ES,,-19.19,-40.34
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,GO,,-15.98,-49.86
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MT,,-12.64,-55.42
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PI,,-6.6,-42.28
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MA,,-5.42,-45.44
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MS,,-20.51,-54.54
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MG,,-18.1,-44.38
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PA,,-3.79,-52.48
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PB,,-7.28,-36.72
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SC,,-27.45,-50.95
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SP,,-22.19,-48.79
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SE,,-10.57,-37.45
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,RR,,1.99,-61.33
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,TO,,-9.46,-48.26
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PR,,-24.89,-51.55
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PE,,-8.38,-37.86
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,RJ,,-22.25,-42.66
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,RN,,-5.81,-36.59
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,RS,,-30.17,-53.5
Mapa Da Cachaça,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,RO,,-10.83,-63.34
Circuito Do Vinho,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Anual,RS,Bento Gonçalves,-29.1662,-51.5165
Manual Para O Desenvolvimento E A Integração De Atividades Turísticas - Produção Associada Ao Turismo,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,DF,,-15.83,-47.86
Catálogo De Atividades Turísticas Com Foco Na Produção Associada Ao Turismo,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,DF,,-15.83,-47.86
Prospectivas Para O Turismo Gastronômico No Brasil,Outros - Projeto ;,Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Permanente,DF,,-15.83,-47.86
Empório Gastronômico E Cozinha Show,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,DF,,-15.83,-47.86
Experiências Do Brasil Rural,Projeto de Qualificação;Projeto Promocional;,Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Outra,DF,,-15.83,-47.86
Acordo De Cooperação Técnica Entre Mtur E Mapa,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,DF,,-15.83,-47.86
Prodoc Unesco - Consultoria Especializada Para Promover O Desenvolvimento Do Turismo Gastronômico No Brasil,Outros - PRODOC;,Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Outra,DF,,-15.83,-47.86
Feira De Artesato E Gastronomia Local,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,BA,Curaçá,-8.984580000000001,-39.8997
"Festival Gastronômico ""Mesa Caiçara""",Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Ilha Comprida,-24.7307,-47.5383
Festival Gastronômico De Peritiba,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SC,Peritiba,-27.3754,-51.9018
Almoço Do Aniversário Do Município,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Quatro Pontes,-24.5752,-53.9759
Festival Gastronômico,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SC,São Francisco do Sul,-26.2579,-48.6344
Festival De Pratos Típicos,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Serra do Salitre,-19.1083,-46.6961
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Anastácio,-20.4823,-55.8104
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Aquidauana,-20.4666,-55.7868
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Miranda,-20.2355,-56.3746
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Nioaque,-21.1419,-55.8296
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bodoquena,-20.537,-56.7127
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Dois Irmãos do Buriti,-20.6848,-55.2915
Festa Da Farinha De Anastácio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Campo Grande,-20.4486,-54.6295
Prato Da Casa,Evento / Festival;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Carmo do Cajuru,-20.1912,-44.7664
Prato Da Casa,Evento / Festival;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Divinópolis,-20.1446,-44.8912
Prato Da Casa,Evento / Festival;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Itaúna,-20.0818,-44.5801
Prato Da Casa,Evento / Festival;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Cláudio,-20.4437,-44.7673
Prato Da Casa,Evento / Festival;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Belo Horizonte,-19.9102,-43.9266
Festa Do Vinho,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Catas Altas,-20.0734,-43.4061
Noite Das Lanternas,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SC,Ipira,-27.4038,-51.7758
Parque Da Cascata,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SC,Ipira,-27.4038,-51.7758
Kerb De Ipira - Comemoração Do Aniversário De Fundação Da Igreja,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SC,Ipira,-27.4038,-51.7758
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Itapeva,-22.7665,-46.2241
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Camanducaia,-22.7515,-46.1494
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,PR,Cambira,-23.589000000000002,-51.5792
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Extrema,-22.854,-46.3178
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Bragança Paulista,-22.9527,-46.5419
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Munhoz,-22.6092,-46.361999999999995
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Toledo,-22.7421,-46.3728
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Senador Amaral,-22.5869,-46.1763
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Jundiaí,-23.1852,-46.8974
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Jarinu,-23.1039,-46.728
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,São Paulo,-23.5329,-46.6395
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Guarulhos,-23.4538,-46.5333
Junifest,Evento / Festival;Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Osasco,-23.5324,-46.7916
Rota Da Cachaça,Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SC,Luiz Alves,-26.7151,-48.9322
"Feira Ecológica, Cultural, Indígena E Rural (Fecir)",Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Miranda,-20.2355,-56.3746
Festa Das Cucas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RS,Santa Cruz do Sul,-29.721999999999998,-52.4343
Festival Da Mandioca,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,,-22.19,-48.79
Festival Cultural,Evento / Festival;Projeto de Qualificação;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Uberaba,-19.7472,-47.9381
Festival Gastromania,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RS,Venâncio Aires,-29.6143,-52.1932
Festival De Inverno,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Mensal,PR,Curitiba,-25.4195,-49.2646
Festival De Inverno,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Mensal,PR,Colombo,-25.2925,-49.2262
"Diagnóstico, Qualificação E Formatação Para Um Circuito Cervejeiro De Niterói-Rj",Projeto de Qualificação;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,RJ,Niterói,-22.8832,-43.1034
Projeto Arroz Amigo De Sul A Norte De Leste A Oeste Levamos Integração Solidariedade,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Outra,RS,Porto Alegre,-30.0318,-51.2065
Órgão,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Presidente Olegário,-18.4096,-46.4165
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Barão de Cocais,-19.9389,-43.4755
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Catas Altas,-20.0734,-43.4061
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Ouro Preto,-20.3796,-43.512
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Ouro Branco,-20.5263,-43.6962
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Mariana,-20.3765,-43.413999999999994
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Viçosa,-20.7559,-42.8742
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Santa Bárbara,-19.9604,-43.4101
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Caeté,-19.8826,-43.6704
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Conselheiro Lafaiete,-20.6634,-43.7846
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Congonhas,-20.4958,-43.851000000000006
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,São Tiago,-20.9075,-44.5098
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Diamantina,-18.2413,-43.6031
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,Itabira,-19.6239,-43.2312
Sabores Santos Da Quaresma,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MG,São Gonçalo do Rio Abaixo,-19.8221,-43.36600000000001
